indice,x_cm,y_cm,theta1,theta2,alcanzable,configuracion,unidad_angulos
443,1.1847,6.4296,63.4903,-104.5877,true,abajo,grados
444,1.1648,6.4353,63.5594,-104.6756,true,abajo,grados
445,1.1452,6.4421,63.6308,-104.7601,true,abajo,grados
446,1.1257,6.45,63.7044,-104.8414,true,abajo,grados
447,1.1064,6.459,63.7804,-104.9195,true,abajo,grados
448,1.0872,6.4692,63.8587,-104.9944,true,abajo,grados
449,1.0682,6.4806,63.9395,-105.0663,true,abajo,grados
450,1.0493,6.493,64.0226,-105.1351,true,abajo,grados
451,1.0305,6.5066,64.1082,-105.2009,true,abajo,grados
452,1.0119,6.5212,64.1962,-105.2638,true,abajo,grados
453,0.9933,6.537,64.2867,-105.3239,true,abajo,grados
454,0.9748,6.5539,64.3796,-105.3811,true,abajo,grados
455,0.9564,6.5719,64.475,-105.4357,true,abajo,grados
456,0.938,6.5909,64.5729,-105.4875,true,abajo,grados
457,0.9197,6.611,64.6733,-105.5368,true,abajo,grados
458,0.9014,6.6322,64.7762,-105.5835,true,abajo,grados
459,0.8832,6.6544,64.8816,-105.6277,true,abajo,grados
460,0.8649,6.6776,64.9894,-105.6695,true,abajo,grados
461,0.8466,6.7019,65.0996,-105.709,true,abajo,grados
462,0.8284,6.7271,65.2124,-105.7462,true,abajo,grados
463,0.8101,6.7533,65.3275,-105.7811,true,abajo,grados
464,0.7917,6.7805,65.445,-105.814,true,abajo,grados
465,0.7733,6.8086,65.565,-105.8447,true,abajo,grados
466,0.7549,6.8377,65.6872,-105.8735,true,abajo,grados
467,0.7364,6.8676,65.8118,-105.9003,true,abajo,grados
468,0.7178,6.8985,65.9387,-105.9253,true,abajo,grados
469,0.6991,6.9302,66.0679,-105.9485,true,abajo,grados
470,0.6802,6.9627,66.1993,-105.9699,true,abajo,grados
471,0.6613,6.996,66.3329,-105.9898,true,abajo,grados
472,0.6423,7.0302,66.4686,-106.008,true,abajo,grados
473,0.6231,7.0651,66.6064,-106.0248,true,abajo,grados
474,0.6038,7.1007,66.7463,-106.0401,true,abajo,grados
475,0.5843,7.137,66.8882,-106.0541,true,abajo,grados
476,0.5646,7.1741,67.0321,-106.0669,true,abajo,grados
477,0.5448,7.2118,67.1779,-106.0784,true,abajo,grados
478,0.5248,7.2501,67.3256,-106.0888,true,abajo,grados
479,0.5046,7.2891,67.4751,-106.0982,true,abajo,grados
480,0.4842,7.3286,67.6263,-106.1066,true,abajo,grados
481,0.4636,7.3686,67.7793,-106.1142,true,abajo,grados
482,0.4428,7.4092,67.9338,-106.1209,true,abajo,grados
483,0.4218,7.4503,68.09,-106.127,true,abajo,grados
484,0.4005,7.4918,68.2477,-106.1323,true,abajo,grados
485,0.379,7.5338,68.4069,-106.1371,true,abajo,grados
486,0.3573,7.5762,68.5675,-106.1415,true,abajo,grados
487,0.3353,7.6189,68.7294,-106.1454,true,abajo,grados
488,0.3131,7.6619,68.8926,-106.1489,true,abajo,grados
489,0.2906,7.7053,69.0571,-106.1523,true,abajo,grados
490,0.2679,7.7489,69.2226,-106.1554,true,abajo,grados
491,0.2449,7.7928,69.3893,-106.1585,true,abajo,grados
492,0.2216,7.8369,69.557,-106.1616,true,abajo,grados
493,0.1981,7.8811,69.7257,-106.1647,true,abajo,grados
494,0.1743,7.9255,69.8952,-106.168,true,abajo,grados
495,0.1502,7.97,70.0656,-106.1716,true,abajo,grados
496,0.1259,8.0145,70.2367,-106.1754,true,abajo,grados
497,0.1013,8.0591,70.4086,-106.1796,true,abajo,grados
498,0.0764,8.1038,70.581,-106.1843,true,abajo,grados
499,0.0512,8.1484,70.7541,-106.1896,true,abajo,grados
500,0.0257,8.1929,70.9276,-106.1955,true,abajo,grados
501,0.0,8.2374,71.1016,-106.2021,true,abajo,grados
502,-0.026,8.2817,71.2759,-106.2095,true,abajo,grados
503,-0.0523,8.3259,71.4505,-106.2177,true,abajo,grados
504,-0.0789,8.3699,71.6254,-106.2269,true,abajo,grados
505,-0.1057,8.4137,71.8005,-106.2371,true,abajo,grados
506,-0.1329,8.4572,71.9756,-106.2483,true,abajo,grados
507,-0.1602,8.5005,72.1508,-106.2608,true,abajo,grados
508,-0.1879,8.5434,72.326,-106.2744,true,abajo,grados
509,-0.2158,8.5861,72.5012,-106.2894,true,abajo,grados
510,-0.244,8.6283,72.6762,-106.3058,true,abajo,grados
511,-0.2725,8.6702,72.8509,-106.3236,true,abajo,grados
512,-0.3012,8.7116,73.0255,-106.3429,true,abajo,grados
513,-0.3301,8.7526,73.1997,-106.3638,true,abajo,grados
514,-0.3593,8.7931,73.3735,-106.3864,true,abajo,grados
515,-0.3888,8.8331,73.5469,-106.4106,true,abajo,grados
516,-0.4184,8.8726,73.7198,-106.4367,true,abajo,grados
517,-0.4483,8.9115,73.8922,-106.4645,true,abajo,grados
518,-0.4784,8.9498,74.0639,-106.4943,true,abajo,grados
519,-0.5088,8.9875,74.235,-106.526,true,abajo,grados
520,-0.5393,9.0246,74.4054,-106.5597,true,abajo,grados
521,-0.5701,9.061,74.575,-106.5955,true,abajo,grados
522,-0.601,9.0967,74.7438,-106.6334,true,abajo,grados
523,-0.6321,9.1318,74.9117,-106.6734,true,abajo,grados
524,-0.6635,9.1661,75.0787,-106.7157,true,abajo,grados
525,-0.695,9.1996,75.2447,-106.7602,true,abajo,grados
526,-0.7266,9.2324,75.4097,-106.807,true,abajo,grados
527,-0.7584,9.2644,75.5736,-106.8561,true,abajo,grados
528,-0.7904,9.2956,75.7364,-106.9076,true,abajo,grados
529,-0.8225,9.326,75.8981,-106.9615,true,abajo,grados
530,-0.8547,9.3555,76.0585,-107.0178,true,abajo,grados
531,-0.8871,9.3842,76.2177,-107.0766,true,abajo,grados
532,-0.9195,9.412,76.3755,-107.138,true,abajo,grados
533,-0.9521,9.4389,76.5321,-107.2018,true,abajo,grados
534,-0.9848,9.465,76.6872,-107.2681,true,abajo,grados
535,-1.0175,9.4901,76.8409,-107.3371,true,abajo,grados
536,-1.0504,9.5143,76.9931,-107.4086,true,abajo,grados
537,-1.0833,9.5376,77.1439,-107.4827,true,abajo,grados
538,-1.1163,9.5599,77.2931,-107.5594,true,abajo,grados
539,-1.1493,9.5813,77.4407,-107.6387,true,abajo,grados
540,-1.1823,9.6017,77.5866,-107.7206,true,abajo,grados
541,-1.2154,9.6211,77.731,-107.8051,true,abajo,grados
542,-1.2485,9.6396,77.8736,-107.8923,true,abajo,grados
543,-1.2817,9.6571,78.0145,-107.982,true,abajo,grados
544,-1.3148,9.6736,78.1537,-108.0744,true,abajo,grados
545,-1.3479,9.6891,78.291,-108.1694,true,abajo,grados
546,-1.381,9.7037,78.4266,-108.2669,true,abajo,grados
547,-1.4141,9.7172,78.5603,-108.367,true,abajo,grados
548,-1.4472,9.7298,78.6921,-108.4697,true,abajo,grados
549,-1.4802,9.7413,78.822,-108.5749,true,abajo,grados
550,-1.5132,9.7519,78.95,-108.6826,true,abajo,grados
551,-1.5461,9.7615,79.076,-108.7929,true,abajo,grados
552,-1.5789,9.7701,79.2001,-108.9055,true,abajo,grados
553,-1.6117,9.7777,79.3222,-109.0206,true,abajo,grados
554,-1.6444,9.7844,79.4422,-109.1381,true,abajo,grados
555,-1.677,9.7901,79.5603,-109.258,true,abajo,grados
556,-1.7095,9.7948,79.6762,-109.3801,true,abajo,grados
557,-1.7419,9.7985,79.7901,-109.5046,true,abajo,grados
558,-1.7741,9.8013,79.9019,-109.6313,true,abajo,grados
559,-1.8063,9.8032,80.0116,-109.7602,true,abajo,grados
560,-1.8383,9.8041,80.1192,-109.8912,true,abajo,grados
561,-1.8702,9.8041,80.2247,-110.0244,true,abajo,grados
562,-1.902,9.8032,80.3281,-110.1595,true,abajo,grados
563,-1.9336,9.8014,80.4293,-110.2967,true,abajo,grados
564,-1.9651,9.7987,80.5284,-110.4359,true,abajo,grados
565,-1.9964,9.7951,80.6254,-110.5769,true,abajo,grados
566,-2.0276,9.7907,80.7202,-110.7198,true,abajo,grados
567,-2.0585,9.7854,80.8128,-110.8644,true,abajo,grados
568,-2.0894,9.7793,80.9034,-111.0108,true,abajo,grados
569,-2.12,9.7724,80.9917,-111.1588,true,abajo,grados
570,-2.1505,9.7647,81.078,-111.3084,true,abajo,grados
571,-2.1808,9.7562,81.1621,-111.4596,true,abajo,grados
572,-2.2109,9.7469,81.2442,-111.6122,true,abajo,grados
573,-2.2408,9.7369,81.3241,-111.7662,true,abajo,grados
574,-2.2705,9.7262,81.402,-111.9216,true,abajo,grados
575,-2.3,9.7147,81.4777,-112.0782,true,abajo,grados
576,-2.3294,9.7026,81.5515,-112.2361,true,abajo,grados
577,-2.3585,9.6898,81.6232,-112.3951,true,abajo,grados
578,-2.3875,9.6764,81.6929,-112.5552,true,abajo,grados
579,-2.4163,9.6624,81.7606,-112.7163,true,abajo,grados
580,-2.4448,9.6477,81.8264,-112.8783,true,abajo,grados
581,-2.4732,9.6324,81.8902,-113.0412,true,abajo,grados
582,-2.5014,9.6166,81.9521,-113.205,true,abajo,grados
583,-2.5293,9.6003,82.0122,-113.3695,true,abajo,grados
584,-2.5571,9.5834,82.0705,-113.5346,true,abajo,grados
585,-2.5847,9.5661,82.127,-113.7004,true,abajo,grados
586,-2.6121,9.5483,82.1817,-113.8668,true,abajo,grados
587,-2.6393,9.53,82.2347,-114.0336,true,abajo,grados
588,-2.6663,9.5113,82.2861,-114.2009,true,abajo,grados
589,-2.6932,9.4922,82.3358,-114.3685,true,abajo,grados
590,-2.7198,9.4728,82.384,-114.5365,true,abajo,grados
591,-2.7463,9.4529,82.4306,-114.7047,true,abajo,grados
592,-2.7726,9.4328,82.4758,-114.8731,true,abajo,grados
593,-2.7988,9.4123,82.5196,-115.0416,true,abajo,grados
594,-2.8248,9.3916,82.562,-115.2103,true,abajo,grados
595,-2.8506,9.3706,82.6031,-115.3789,true,abajo,grados
596,-2.8762,9.3494,82.6429,-115.5475,true,abajo,grados
597,-2.9018,9.3279,82.6816,-115.7161,true,abajo,grados
598,-2.9271,9.3063,82.7192,-115.8845,true,abajo,grados
599,-2.9524,9.2845,82.7557,-116.0527,true,abajo,grados
600,-2.9775,9.2626,82.7912,-116.2207,true,abajo,grados
601,-3.0024,9.2405,82.8257,-116.3885,true,abajo,grados
602,-3.0273,9.2184,82.8595,-116.556,true,abajo,grados
603,-3.052,9.1962,82.8924,-116.7231,true,abajo,grados
604,-3.0767,9.1739,82.9246,-116.8898,true,abajo,grados
605,-3.1012,9.1516,82.9561,-117.0561,true,abajo,grados
606,-3.1256,9.1293,82.9871,-117.2219,true,abajo,grados
607,-3.15,9.107,83.0175,-117.3873,true,abajo,grados
608,-3.1743,9.0847,83.0476,-117.5521,true,abajo,grados
609,-3.1985,9.0625,83.0772,-117.7164,true,abajo,grados
610,-3.2227,9.0403,83.1066,-117.8801,true,abajo,grados
611,-3.2468,9.0183,83.1357,-118.0432,true,abajo,grados
612,-3.2708,8.9963,83.1647,-118.2056,true,abajo,grados
613,-3.2949,8.9745,83.1936,-118.3675,true,abajo,grados
614,-3.3189,8.9529,83.2225,-118.5286,true,abajo,grados
615,-3.3429,8.9314,83.2515,-118.6891,true,abajo,grados
616,-3.3668,8.91,83.2807,-118.8489,true,abajo,grados
617,-3.3908,8.8889,83.3101,-119.0079,true,abajo,grados
618,-3.4148,8.868,83.3397,-119.1663,true,abajo,grados
619,-3.4388,8.8473,83.3698,-119.3239,true,abajo,grados
620,-3.4628,8.8269,83.4002,-119.4807,true,abajo,grados
621,-3.4868,8.8067,83.4312,-119.6368,true,abajo,grados
622,-3.5109,8.7868,83.4627,-119.7922,true,abajo,grados
623,-3.5351,8.7672,83.4949,-119.9468,true,abajo,grados
624,-3.5593,8.7479,83.5278,-120.1007,true,abajo,grados
625,-3.5835,8.7289,83.5615,-120.2538,true,abajo,grados
626,-3.6079,8.7102,83.596,-120.4061,true,abajo,grados
627,-3.6323,8.6918,83.6314,-120.5577,true,abajo,grados
628,-3.6568,8.6738,83.6677,-120.7085,true,abajo,grados
629,-3.6814,8.6561,83.7051,-120.8586,true,abajo,grados
630,-3.7061,8.6388,83.7435,-121.008,true,abajo,grados
631,-3.731,8.6218,83.7831,-121.1567,true,abajo,grados
632,-3.7559,8.6052,83.8238,-121.3046,true,abajo,grados
633,-3.781,8.5889,83.8657,-121.4519,true,abajo,grados
634,-3.8062,8.5731,83.909,-121.5984,true,abajo,grados
635,-3.8316,8.5576,83.9535,-121.7443,true,abajo,grados
636,-3.8571,8.5425,83.9994,-121.8896,true,abajo,grados
637,-3.8828,8.5278,84.0467,-122.0342,true,abajo,grados
638,-3.9086,8.5135,84.0954,-122.1781,true,abajo,grados
639,-3.9346,8.4996,84.1455,-122.3215,true,abajo,grados
640,-3.9607,8.4861,84.1972,-122.4643,true,abajo,grados
641,-3.9871,8.4729,84.2504,-122.6065,true,abajo,grados
642,-4.0136,8.4602,84.3051,-122.7481,true,abajo,grados
643,-4.0403,8.4478,84.3614,-122.8892,true,abajo,grados
644,-4.0672,8.4359,84.4193,-123.0299,true,abajo,grados
645,-4.0943,8.4243,84.4788,-123.17,true,abajo,grados
646,-4.1215,8.4131,84.5398,-123.3097,true,abajo,grados
647,-4.149,8.4023,84.6026,-123.4489,true,abajo,grados
648,-4.1767,8.3918,84.6669,-123.5877,true,abajo,grados
649,-4.2046,8.3817,84.7328,-123.7261,true,abajo,grados
650,-4.2326,8.372,84.8004,-123.8641,true,abajo,grados
651,-4.2609,8.3626,84.8696,-124.0018,true,abajo,grados
652,-4.2894,8.3535,84.9404,-124.1392,true,abajo,grados
653,-4.3181,8.3448,85.0129,-124.2762,true,abajo,grados
654,-4.3471,8.3364,85.0868,-124.413,true,abajo,grados
655,-4.3762,8.3283,85.1624,-124.5495,true,abajo,grados
656,-4.4055,8.3205,85.2395,-124.6858,true,abajo,grados
657,-4.435,8.3131,85.3181,-124.8219,true,abajo,grados
658,-4.4648,8.3059,85.3982,-124.9578,true,abajo,grados
659,-4.4947,8.2989,85.4798,-125.0935,true,abajo,grados
660,-4.5248,8.2923,85.5628,-125.2291,true,abajo,grados
661,-4.5552,8.2858,85.6471,-125.3646,true,abajo,grados
662,-4.5857,8.2796,85.7328,-125.5,true,abajo,grados
663,-4.6164,8.2736,85.8198,-125.6354,true,abajo,grados
664,-4.6473,8.2678,85.908,-125.7707,true,abajo,grados
665,-4.6783,8.2622,85.9975,-125.9059,true,abajo,grados
666,-4.7096,8.2568,86.088,-126.0412,true,abajo,grados
667,-4.741,8.2515,86.1796,-126.1765,true,abajo,grados
668,-4.7726,8.2463,86.2723,-126.3119,true,abajo,grados
669,-4.8043,8.2413,86.3658,-126.4473,true,abajo,grados
670,-4.8361,8.2364,86.4603,-126.5828,true,abajo,grados
671,-4.8681,8.2316,86.5556,-126.7184,true,abajo,grados
672,-4.9003,8.2268,86.6515,-126.8541,true,abajo,grados
673,-4.9325,8.2221,86.7482,-126.99,true,abajo,grados
674,-4.9649,8.2174,86.8454,-127.126,true,abajo,grados
675,-4.9973,8.2127,86.9431,-127.2622,true,abajo,grados
676,-5.0299,8.208,87.0412,-127.3986,true,abajo,grados
677,-5.0625,8.2033,87.1396,-127.5353,true,abajo,grados
678,-5.0952,8.1986,87.2383,-127.6722,true,abajo,grados
679,-5.128,8.1938,87.337,-127.8093,true,abajo,grados
680,-5.1608,8.1889,87.4358,-127.9467,true,abajo,grados
681,-5.1936,8.1839,87.5346,-128.0844,true,abajo,grados
682,-5.2265,8.1788,87.6331,-128.2224,true,abajo,grados
683,-5.2594,8.1735,87.7315,-128.3607,true,abajo,grados
684,-5.2923,8.1681,87.8294,-128.4993,true,abajo,grados
685,-5.3251,8.1625,87.9268,-128.6383,true,abajo,grados
686,-5.358,8.1567,88.0237,-128.7776,true,abajo,grados
687,-5.3908,8.1507,88.1199,-128.9173,true,abajo,grados
688,-5.4235,8.1445,88.2152,-129.0574,true,abajo,grados
689,-5.4562,8.138,88.3096,-129.1978,true,abajo,grados
690,-5.4887,8.1313,88.403,-129.3386,true,abajo,grados
691,-5.5212,8.1242,88.4952,-129.4798,true,abajo,grados
692,-5.5536,8.1168,88.5862,-129.6215,true,abajo,grados
693,-5.5858,8.1092,88.6757,-129.7635,true,abajo,grados
694,-5.6178,8.1011,88.7637,-129.9059,true,abajo,grados
695,-5.6498,8.0927,88.8501,-130.0488,true,abajo,grados
696,-5.6815,8.0839,88.9347,-130.1921,true,abajo,grados
697,-5.713,8.0747,89.0174,-130.3358,true,abajo,grados
698,-5.7443,8.0651,89.0981,-130.48,true,abajo,grados
699,-5.7754,8.0551,89.1767,-130.6245,true,abajo,grados
700,-5.8062,8.0446,89.253,-130.7695,true,abajo,grados
701,-5.8368,8.0337,89.3269,-130.9149,true,abajo,grados
702,-5.8671,8.0222,89.3983,-131.0607,true,abajo,grados
703,-5.8971,8.0103,89.4671,-131.207,true,abajo,grados
704,-5.9268,7.9979,89.5331,-131.3536,true,abajo,grados
705,-5.9561,7.9849,89.5962,-131.5006,true,abajo,grados
706,-5.9851,7.9714,89.6562,-131.648,true,abajo,grados
707,-6.0138,7.9574,89.7132,-131.7958,true,abajo,grados
708,-6.042,7.9428,89.7668,-131.9439,true,abajo,grados
709,-6.0699,7.9276,89.817,-132.0924,true,abajo,grados
710,-6.0973,7.9118,89.8638,-132.2413,true,abajo,grados
711,-6.1243,7.8954,89.9069,-132.3904,true,abajo,grados
712,-6.1509,7.8785,89.9462,-132.5398,true,abajo,grados
713,-6.177,7.8609,89.9816,-132.6895,true,abajo,grados
714,-6.2026,7.8426,90.013,-132.8395,true,abajo,grados
715,-6.2278,7.8238,90.0403,-132.9896,true,abajo,grados
716,-6.2524,7.8043,90.0634,-133.14,true,abajo,grados
717,-6.2765,7.7841,90.082,-133.2906,true,abajo,grados
718,-6.3001,7.7633,90.0963,-133.4412,true,abajo,grados
719,-6.3231,7.7418,90.1059,-133.592,true,abajo,grados
720,-6.3455,7.7197,90.1109,-133.7429,true,abajo,grados
721,-6.3674,7.6969,90.1111,-133.8938,true,abajo,grados
722,-6.3887,7.6734,90.1064,-134.0448,true,abajo,grados
723,-6.4093,7.6492,90.0966,-134.1956,true,abajo,grados
724,-6.4294,7.6243,90.0819,-134.3464,true,abajo,grados
725,-6.4488,7.5988,90.0619,-134.4971,true,abajo,grados
726,-6.4675,7.5725,90.0366,-134.6477,true,abajo,grados
727,-6.4856,7.5456,90.006,-134.798,true,abajo,grados
728,-6.5031,7.518,89.97,-134.948,true,abajo,grados
729,-6.5198,7.4897,89.9284,-135.0978,true,abajo,grados
730,-6.5359,7.4607,89.8812,-135.2472,true,abajo,grados
731,-6.5513,7.431,89.8284,-135.3961,true,abajo,grados
732,-6.566,7.4006,89.7699,-135.5446,true,abajo,grados
733,-6.5799,7.3696,89.7055,-135.6926,true,abajo,grados
734,-6.5932,7.3379,89.6353,-135.84,true,abajo,grados
735,-6.6057,7.3055,89.5592,-135.9867,true,abajo,grados
736,-6.6174,7.2724,89.4772,-136.1328,true,abajo,grados
737,-6.6284,7.2387,89.3892,-136.278,true,abajo,grados
738,-6.6387,7.2044,89.2952,-136.4224,true,abajo,grados
739,-6.6482,7.1694,89.1952,-136.5659,true,abajo,grados
740,-6.657,7.1338,89.089,-136.7085,true,abajo,grados
741,-6.665,7.0975,88.9768,-136.85,true,abajo,grados
742,-6.6722,7.0606,88.8586,-136.9904,true,abajo,grados
743,-6.6787,7.0232,88.7342,-137.1296,true,abajo,grados
744,-6.6844,6.9851,88.6038,-137.2676,true,abajo,grados
745,-6.6894,6.9464,88.4672,-137.4042,true,abajo,grados
746,-6.6935,6.9072,88.3247,-137.5395,true,abajo,grados
747,-6.6969,6.8674,88.1761,-137.6733,true,abajo,grados
748,-6.6996,6.8271,88.0215,-137.8056,true,abajo,grados
749,-6.7014,6.7862,87.8609,-137.9363,true,abajo,grados
750,-6.7025,6.7448,87.6944,-138.0652,true,abajo,grados
751,-6.7029,6.7029,87.5221,-138.1925,true,abajo,grados
752,-6.7025,6.6605,87.344,-138.3179,true,abajo,grados
753,-6.7013,6.6176,87.1602,-138.4415,true,abajo,grados
754,-6.6994,6.5743,86.9707,-138.563,true,abajo,grados
755,-6.6968,6.5306,86.7757,-138.6826,true,abajo,grados
756,-6.6934,6.4864,86.5752,-138.8001,true,abajo,grados
757,-6.6893,6.4418,86.3693,-138.9154,true,abajo,grados
758,-6.6845,6.3968,86.1582,-139.0285,true,abajo,grados
759,-6.679,6.3514,85.942,-139.1393,true,abajo,grados
760,-6.6728,6.3057,85.7207,-139.2478,true,abajo,grados
761,-6.6659,6.2597,85.4945,-139.3539,true,abajo,grados
762,-6.6583,6.2133,85.2636,-139.4575,true,abajo,grados
763,-6.6501,6.1667,85.0281,-139.5587,true,abajo,grados
764,-6.6412,6.1198,84.7881,-139.6573,true,abajo,grados
765,-6.6317,6.0726,84.5438,-139.7533,true,abajo,grados
766,-6.6216,6.0252,84.2954,-139.8466,true,abajo,grados
767,-6.6108,5.9775,84.043,-139.9373,true,abajo,grados
768,-6.5995,5.9297,83.7869,-140.0253,true,abajo,grados
769,-6.5876,5.8817,83.5271,-140.1106,true,abajo,grados
770,-6.5751,5.8336,83.2639,-140.1931,true,abajo,grados
771,-6.5621,5.7853,82.9974,-140.2728,true,abajo,grados
772,-6.5486,5.7369,82.7279,-140.3497,true,abajo,grados
773,-6.5346,5.6885,82.4556,-140.4237,true,abajo,grados
774,-6.5201,5.6399,82.1806,-140.495,true,abajo,grados
775,-6.5051,5.5913,81.9032,-140.5634,true,abajo,grados
776,-6.4897,5.5427,81.6235,-140.629,true,abajo,grados
777,-6.4738,5.4941,81.3418,-140.6917,true,abajo,grados
778,-6.4576,5.4455,81.0583,-140.7517,true,abajo,grados
779,-6.441,5.397,80.7733,-140.8088,true,abajo,grados
780,-6.424,5.3485,80.4868,-140.8631,true,abajo,grados
781,-6.4067,5.3001,80.1992,-140.9148,true,abajo,grados
782,-6.3891,5.2518,79.9107,-140.9636,true,abajo,grados
783,-6.3711,5.2036,79.6214,-141.0098,true,abajo,grados
784,-6.353,5.1556,79.3317,-141.0534,true,abajo,grados
785,-6.3346,5.1077,79.0416,-141.0943,true,abajo,grados
786,-6.3159,5.06,78.7515,-141.1328,true,abajo,grados
787,-6.2971,5.0125,78.4615,-141.1687,true,abajo,grados
788,-6.2781,4.9653,78.1718,-141.2022,true,abajo,grados
789,-6.259,4.9183,77.8827,-141.2334,true,abajo,grados
790,-6.2398,4.8716,77.5944,-141.2622,true,abajo,grados
791,-6.2205,4.8251,77.307,-141.2889,true,abajo,grados
792,-6.2012,4.779,77.0208,-141.3134,true,abajo,grados
793,-6.1818,4.7332,76.736,-141.336,true,abajo,grados
794,-6.1624,4.6877,76.4528,-141.3565,true,abajo,grados
795,-6.143,4.6425,76.1712,-141.3753,true,abajo,grados
796,-6.1237,4.5978,75.8917,-141.3922,true,abajo,grados
797,-6.1045,4.5534,75.6142,-141.4076,true,abajo,grados
798,-6.0853,4.5095,75.339,-141.4214,true,abajo,grados
799,-6.0663,4.466,75.0662,-141.4338,true,abajo,grados
800,-6.0475,4.4229,74.7961,-141.4448,true,abajo,grados
801,-6.0289,4.3802,74.5288,-141.4547,true,abajo,grados
802,-6.0105,4.3381,74.2643,-141.4635,true,abajo,grados
803,-5.9923,4.2964,74.003,-141.4714,true,abajo,grados
804,-5.9744,4.2552,73.7448,-141.4785,true,abajo,grados
805,-5.9568,4.2145,73.4901,-141.4848,true,abajo,grados
806,-5.9395,4.1744,73.2388,-141.4907,true,abajo,grados
807,-5.9226,4.1348,72.9911,-141.496,true,abajo,grados
808,-5.9061,4.0957,72.7471,-141.5011,true,abajo,grados
809,-5.89,4.0572,72.5069,-141.5061,true,abajo,grados
810,-5.8743,4.0192,72.2707,-141.511,true,abajo,grados
811,-5.8591,3.9818,72.0386,-141.516,true,abajo,grados
812,-5.8443,3.945,71.8105,-141.5213,true,abajo,grados
813,-5.8301,3.9088,71.5867,-141.527,true,abajo,grados
814,-5.8164,3.8732,71.3671,-141.5332,true,abajo,grados
815,-5.8033,3.8382,71.152,-141.5401,true,abajo,grados
816,-5.7908,3.8038,70.9413,-141.5478,true,abajo,grados
817,-5.7788,3.7701,70.735,-141.5565,true,abajo,grados
818,-5.7676,3.7369,70.5334,-141.5662,true,abajo,grados
819,-5.7569,3.7044,70.3363,-141.5771,true,abajo,grados
820,-5.747,3.6725,70.1439,-141.5894,true,abajo,grados
821,-5.7377,3.6413,69.9562,-141.6032,true,abajo,grados
822,-5.7292,3.6107,69.7732,-141.6186,true,abajo,grados
823,-5.7214,3.5807,69.595,-141.6357,true,abajo,grados
824,-5.7144,3.5514,69.4215,-141.6547,true,abajo,grados
825,-5.7082,3.5227,69.2529,-141.6757,true,abajo,grados
826,-5.7028,3.4947,69.089,-141.6988,true,abajo,grados
827,-5.6982,3.4673,68.93,-141.7242,true,abajo,grados
828,-5.6944,3.4405,68.7757,-141.7518,true,abajo,grados
829,-5.6915,3.4144,68.6263,-141.782,true,abajo,grados
830,-5.6895,3.3889,68.4817,-141.8147,true,abajo,grados
831,-5.6884,3.3641,68.3418,-141.8502,true,abajo,grados
832,-5.6882,3.3399,68.2068,-141.8884,true,abajo,grados
833,-5.6889,3.3163,68.0765,-141.9294,true,abajo,grados
834,-5.6905,3.2934,67.9509,-141.9735,true,abajo,grados
835,-5.6931,3.271,67.83,-142.0206,true,abajo,grados
836,-5.6966,3.2493,67.7137,-142.0709,true,abajo,grados
837,-5.7011,3.2281,67.6021,-142.1245,true,abajo,grados
838,-5.7065,3.2076,67.495,-142.1814,true,abajo,grados
839,-5.713,3.1877,67.3925,-142.2417,true,abajo,grados
840,-5.7205,3.1683,67.2944,-142.3054,true,abajo,grados
841,-5.7289,3.1495,67.2007,-142.3727,true,abajo,grados
842,-5.7384,3.1313,67.1113,-142.4436,true,abajo,grados
843,-5.7489,3.1136,67.0262,-142.5182,true,abajo,grados
844,-5.7604,3.0965,66.9454,-142.5965,true,abajo,grados
845,-5.7729,3.0798,66.8686,-142.6786,true,abajo,grados
846,-5.7864,3.0638,66.7959,-142.7645,true,abajo,grados
847,-5.801,3.0482,66.7272,-142.8543,true,abajo,grados
848,-5.8166,3.0331,66.6624,-142.948,true,abajo,grados
849,-5.8333,3.0185,66.6014,-143.0456,true,abajo,grados
850,-5.851,3.0044,66.544,-143.1471,true,abajo,grados
851,-5.8697,2.9907,66.4903,-143.2527,true,abajo,grados
852,-5.8894,2.9775,66.4401,-143.3623,true,abajo,grados
853,-5.9101,2.9647,66.3933,-143.4758,true,abajo,grados
854,-5.9319,2.9524,66.3498,-143.5934,true,abajo,grados
855,-5.9547,2.9404,66.3094,-143.7151,true,abajo,grados
856,-5.9785,2.9288,66.2722,-143.8408,true,abajo,grados
857,-6.0033,2.9176,66.2379,-143.9705,true,abajo,grados
858,-6.029,2.9068,66.2064,-144.1042,true,abajo,grados
859,-6.0558,2.8963,66.1776,-144.242,true,abajo,grados
860,-6.0835,2.8861,66.1514,-144.3838,true,abajo,grados
861,-6.1122,2.8762,66.1276,-144.5295,true,abajo,grados
862,-6.1419,2.8666,66.1062,-144.6793,true,abajo,grados
863,-6.1725,2.8573,66.0869,-144.8329,true,abajo,grados
864,-6.204,2.8483,66.0697,-144.9905,true,abajo,grados
865,-6.2364,2.8395,66.0543,-145.1519,true,abajo,grados
866,-6.2698,2.8309,66.0407,-145.3172,true,abajo,grados
867,-6.304,2.8225,66.0286,-145.4862,true,abajo,grados
868,-6.339,2.8144,66.018,-145.659,true,abajo,grados
869,-6.375,2.8064,66.0087,-145.8356,true,abajo,grados
870,-6.4117,2.7985,66.0005,-146.0157,true,abajo,grados
871,-6.4493,2.7908,65.9932,-146.1994,true,abajo,grados
