indice,x_cm,y_cm,theta1,theta2,alcanzable,configuracion,unidad_angulos
427,1.4886,6.2872,-0.3588,1.8036,true,arriba,radianes
428,1.4759,6.3225,-0.3566,1.8035,true,arriba,radianes
429,1.4633,6.3586,-0.3544,1.8034,true,arriba,radianes
430,1.4507,6.3957,-0.3521,1.8033,true,arriba,radianes
431,1.4381,6.4336,-0.3498,1.8031,true,arriba,radianes
432,1.4254,6.4724,-0.3474,1.8029,true,arriba,radianes
433,1.4127,6.512,-0.345,1.8026,true,arriba,radianes
434,1.3999,6.5525,-0.3425,1.8023,true,arriba,radianes
435,1.3871,6.5937,-0.34,1.802,true,arriba,radianes
436,1.3742,6.6357,-0.3374,1.8016,true,arriba,radianes
437,1.3612,6.6784,-0.3347,1.8012,true,arriba,radianes
438,1.348,6.7218,-0.3321,1.8008,true,arriba,radianes
439,1.3348,6.7659,-0.3293,1.8004,true,arriba,radianes
440,1.3214,6.8106,-0.3266,1.8,true,arriba,radianes
441,1.3078,6.8559,-0.3237,1.7995,true,arriba,radianes
442,1.2941,6.9019,-0.3209,1.799,true,arriba,radianes
443,1.2803,6.9484,-0.318,1.7985,true,arriba,radianes
444,1.2662,6.9954,-0.3151,1.7979,true,arriba,radianes
445,1.252,7.0429,-0.3121,1.7974,true,arriba,radianes
446,1.2376,7.0909,-0.3091,1.7968,true,arriba,radianes
447,1.2229,7.1393,-0.3061,1.7963,true,arriba,radianes
448,1.208,7.1882,-0.3031,1.7957,true,arriba,radianes
449,1.193,7.2374,-0.3,1.7951,true,arriba,radianes
450,1.1776,7.2869,-0.2969,1.7945,true,arriba,radianes
451,1.162,7.3368,-0.2938,1.7939,true,arriba,radianes
452,1.1462,7.387,-0.2906,1.7933,true,arriba,radianes
453,1.1301,7.4373,-0.2875,1.7927,true,arriba,radianes
454,1.1137,7.4879,-0.2843,1.7921,true,arriba,radianes
455,1.0971,7.5387,-0.2811,1.7915,true,arriba,radianes
456,1.0802,7.5897,-0.278,1.7909,true,arriba,radianes
457,1.063,7.6407,-0.2748,1.7903,true,arriba,radianes
458,1.0454,7.6919,-0.2715,1.7897,true,arriba,radianes
459,1.0276,7.743,-0.2683,1.7891,true,arriba,radianes
460,1.0095,7.7942,-0.2651,1.7885,true,arriba,radianes
461,0.9911,7.8454,-0.2619,1.788,true,arriba,radianes
462,0.9724,7.8966,-0.2587,1.7874,true,arriba,radianes
463,0.9533,7.9476,-0.2555,1.7869,true,arriba,radianes
464,0.934,7.9986,-0.2522,1.7863,true,arriba,radianes
465,0.9143,8.0494,-0.249,1.7858,true,arriba,radianes
466,0.8943,8.1,-0.2459,1.7854,true,arriba,radianes
467,0.8739,8.1505,-0.2427,1.7849,true,arriba,radianes
468,0.8532,8.2006,-0.2395,1.7845,true,arriba,radianes
469,0.8322,8.2506,-0.2363,1.784,true,arriba,radianes
470,0.8109,8.3002,-0.2332,1.7837,true,arriba,radianes
471,0.7893,8.3495,-0.2301,1.7833,true,arriba,radianes
472,0.7673,8.3984,-0.227,1.783,true,arriba,radianes
473,0.745,8.447,-0.2239,1.7827,true,arriba,radianes
474,0.7223,8.4951,-0.2208,1.7824,true,arriba,radianes
475,0.6993,8.5428,-0.2178,1.7821,true,arriba,radianes
476,0.676,8.59,-0.2148,1.7819,true,arriba,radianes
477,0.6524,8.6367,-0.2118,1.7818,true,arriba,radianes
478,0.6285,8.6829,-0.2088,1.7816,true,arriba,radianes
479,0.6042,8.7285,-0.2059,1.7815,true,arriba,radianes
480,0.5797,8.7736,-0.203,1.7815,true,arriba,radianes
481,0.5548,8.818,-0.2002,1.7814,true,arriba,radianes
482,0.5296,8.8618,-0.1973,1.7815,true,arriba,radianes
483,0.5041,8.905,-0.1946,1.7815,true,arriba,radianes
484,0.4783,8.9475,-0.1918,1.7816,true,arriba,radianes
485,0.4522,8.9893,-0.1891,1.7818,true,arriba,radianes
486,0.4259,9.0304,-0.1864,1.782,true,arriba,radianes
487,0.3992,9.0708,-0.1838,1.7822,true,arriba,radianes
488,0.3723,9.1104,-0.1812,1.7825,true,arriba,radianes
489,0.3451,9.1492,-0.1787,1.7829,true,arriba,radianes
490,0.3176,9.1872,-0.1762,1.7832,true,arriba,radianes
491,0.2899,9.2244,-0.1738,1.7837,true,arriba,radianes
492,0.2619,9.2608,-0.1714,1.7842,true,arriba,radianes
493,0.2337,9.2963,-0.169,1.7847,true,arriba,radianes
494,0.2052,9.331,-0.1667,1.7853,true,arriba,radianes
495,0.1765,9.3648,-0.1645,1.7859,true,arriba,radianes
496,0.1476,9.3977,-0.1623,1.7866,true,arriba,radianes
497,0.1185,9.4297,-0.1601,1.7874,true,arriba,radianes
498,0.0892,9.4608,-0.158,1.7882,true,arriba,radianes
499,0.0596,9.4909,-0.156,1.789,true,arriba,radianes
500,0.0299,9.5202,-0.154,1.7899,true,arriba,radianes
501,0.0,9.5484,-0.1521,1.7909,true,arriba,radianes
502,-0.0301,9.5758,-0.1502,1.7919,true,arriba,radianes
503,-0.0603,9.6022,-0.1484,1.7929,true,arriba,radianes
504,-0.0907,9.6276,-0.1466,1.7941,true,arriba,radianes
505,-0.1213,9.652,-0.1449,1.7952,true,arriba,radianes
506,-0.152,9.6755,-0.1432,1.7965,true,arriba,radianes
507,-0.1828,9.698,-0.1416,1.7977,true,arriba,radianes
508,-0.2138,9.7195,-0.1401,1.7991,true,arriba,radianes
509,-0.2448,9.74,-0.1386,1.8005,true,arriba,radianes
510,-0.276,9.7596,-0.1371,1.8019,true,arriba,radianes
511,-0.3073,9.7781,-0.1358,1.8034,true,arriba,radianes
512,-0.3387,9.7957,-0.1344,1.8049,true,arriba,radianes
513,-0.3701,9.8123,-0.1332,1.8065,true,arriba,radianes
514,-0.4016,9.8279,-0.132,1.8082,true,arriba,radianes
515,-0.4332,9.8426,-0.1308,1.8099,true,arriba,radianes
516,-0.4648,9.8563,-0.1297,1.8116,true,arriba,radianes
517,-0.4965,9.869,-0.1287,1.8134,true,arriba,radianes
518,-0.5282,9.8807,-0.1277,1.8153,true,arriba,radianes
519,-0.5599,9.8915,-0.1268,1.8171,true,arriba,radianes
520,-0.5917,9.9014,-0.1259,1.8191,true,arriba,radianes
521,-0.6235,9.9103,-0.1251,1.8211,true,arriba,radianes
522,-0.6553,9.9183,-0.1243,1.8231,true,arriba,radianes
523,-0.6871,9.9253,-0.1236,1.8252,true,arriba,radianes
524,-0.7189,9.9315,-0.1229,1.8273,true,arriba,radianes
525,-0.7506,9.9367,-0.1223,1.8294,true,arriba,radianes
526,-0.7824,9.9411,-0.1217,1.8316,true,arriba,radianes
527,-0.8141,9.9446,-0.1212,1.8339,true,arriba,radianes
528,-0.8458,9.9473,-0.1208,1.8362,true,arriba,radianes
529,-0.8774,9.9491,-0.1203,1.8385,true,arriba,radianes
530,-0.909,9.95,-0.12,1.8408,true,arriba,radianes
531,-0.9406,9.9502,-0.1197,1.8432,true,arriba,radianes
532,-0.9721,9.9496,-0.1194,1.8457,true,arriba,radianes
533,-1.0035,9.9481,-0.1192,1.8481,true,arriba,radianes
534,-1.0348,9.9459,-0.119,1.8506,true,arriba,radianes
535,-1.0661,9.943,-0.1188,1.8531,true,arriba,radianes
536,-1.0973,9.9393,-0.1187,1.8557,true,arriba,radianes
537,-1.1284,9.935,-0.1187,1.8583,true,arriba,radianes
538,-1.1595,9.9299,-0.1187,1.8609,true,arriba,radianes
539,-1.1904,9.9242,-0.1187,1.8635,true,arriba,radianes
540,-1.2213,9.9178,-0.1187,1.8662,true,arriba,radianes
541,-1.252,9.9107,-0.1188,1.8689,true,arriba,radianes
542,-1.2827,9.9031,-0.119,1.8716,true,arriba,radianes
543,-1.3132,9.8949,-0.1191,1.8743,true,arriba,radianes
544,-1.3437,9.886,-0.1193,1.877,true,arriba,radianes
545,-1.374,9.8767,-0.1196,1.8798,true,arriba,radianes
546,-1.4043,9.8668,-0.1198,1.8826,true,arriba,radianes
547,-1.4344,9.8564,-0.1201,1.8854,true,arriba,radianes
548,-1.4644,9.8456,-0.1204,1.8882,true,arriba,radianes
549,-1.4943,9.8342,-0.1208,1.891,true,arriba,radianes
550,-1.5241,9.8225,-0.1212,1.8939,true,arriba,radianes
551,-1.5538,9.8103,-0.1215,1.8967,true,arriba,radianes
552,-1.5834,9.7977,-0.122,1.8996,true,arriba,radianes
553,-1.6128,9.7847,-0.1224,1.9025,true,arriba,radianes
554,-1.6422,9.7714,-0.1228,1.9054,true,arriba,radianes
555,-1.6714,9.7578,-0.1233,1.9082,true,arriba,radianes
556,-1.7006,9.7439,-0.1238,1.9111,true,arriba,radianes
557,-1.7296,9.7296,-0.1243,1.914,true,arriba,radianes
558,-1.7585,9.7152,-0.1248,1.9169,true,arriba,radianes
559,-1.7874,9.7004,-0.1254,1.9198,true,arriba,radianes
560,-1.8161,9.6855,-0.1259,1.9227,true,arriba,radianes
561,-1.8447,9.6704,-0.1265,1.9257,true,arriba,radianes
562,-1.8733,9.6551,-0.127,1.9286,true,arriba,radianes
563,-1.9017,9.6397,-0.1276,1.9315,true,arriba,radianes
564,-1.9301,9.6241,-0.1282,1.9344,true,arriba,radianes
565,-1.9583,9.6084,-0.1287,1.9373,true,arriba,radianes
566,-1.9865,9.5926,-0.1293,1.9402,true,arriba,radianes
567,-2.0147,9.5768,-0.1299,1.943,true,arriba,radianes
568,-2.0427,9.5609,-0.1305,1.9459,true,arriba,radianes
569,-2.0707,9.545,-0.1311,1.9488,true,arriba,radianes
570,-2.0986,9.5291,-0.1316,1.9517,true,arriba,radianes
571,-2.1265,9.5132,-0.1322,1.9545,true,arriba,radianes
572,-2.1543,9.4974,-0.1328,1.9574,true,arriba,radianes
573,-2.182,9.4815,-0.1333,1.9603,true,arriba,radianes
574,-2.2097,9.4658,-0.1339,1.9631,true,arriba,radianes
575,-2.2374,9.4501,-0.1344,1.9659,true,arriba,radianes
576,-2.265,9.4345,-0.135,1.9687,true,arriba,radianes
577,-2.2926,9.4191,-0.1355,1.9716,true,arriba,radianes
578,-2.3202,9.4038,-0.136,1.9744,true,arriba,radianes
579,-2.3478,9.3886,-0.1365,1.9771,true,arriba,radianes
580,-2.3754,9.3736,-0.137,1.9799,true,arriba,radianes
581,-2.4029,9.3587,-0.1374,1.9827,true,arriba,radianes
582,-2.4305,9.3441,-0.1379,1.9854,true,arriba,radianes
583,-2.458,9.3296,-0.1383,1.9882,true,arriba,radianes
584,-2.4856,9.3154,-0.1387,1.9909,true,arriba,radianes
585,-2.5132,9.3014,-0.1391,1.9936,true,arriba,radianes
586,-2.5408,9.2876,-0.1395,1.9963,true,arriba,radianes
587,-2.5684,9.274,-0.1399,1.999,true,arriba,radianes
588,-2.5961,9.2608,-0.1402,2.0017,true,arriba,radianes
589,-2.6238,9.2477,-0.1405,2.0043,true,arriba,radianes
590,-2.6516,9.235,-0.1408,2.007,true,arriba,radianes
591,-2.6794,9.2225,-0.1411,2.0096,true,arriba,radianes
592,-2.7073,9.2103,-0.1413,2.0122,true,arriba,radianes
593,-2.7352,9.1984,-0.1415,2.0148,true,arriba,radianes
594,-2.7632,9.1868,-0.1417,2.0174,true,arriba,radianes
595,-2.7912,9.1755,-0.1419,2.02,true,arriba,radianes
596,-2.8194,9.1645,-0.142,2.0226,true,arriba,radianes
597,-2.8476,9.1538,-0.1421,2.0251,true,arriba,radianes
598,-2.8759,9.1434,-0.1422,2.0277,true,arriba,radianes
599,-2.9043,9.1334,-0.1422,2.0302,true,arriba,radianes
600,-2.9328,9.1236,-0.1423,2.0327,true,arriba,radianes
601,-2.9614,9.1141,-0.1423,2.0352,true,arriba,radianes
602,-2.99,9.105,-0.1422,2.0377,true,arriba,radianes
603,-3.0188,9.0961,-0.1422,2.0402,true,arriba,radianes
604,-3.0477,9.0876,-0.1421,2.0427,true,arriba,radianes
605,-3.0767,9.0794,-0.142,2.0452,true,arriba,radianes
606,-3.1058,9.0714,-0.1418,2.0476,true,arriba,radianes
607,-3.1351,9.0638,-0.1416,2.0501,true,arriba,radianes
608,-3.1644,9.0565,-0.1414,2.0525,true,arriba,radianes
609,-3.1939,9.0494,-0.1412,2.0549,true,arriba,radianes
610,-3.2235,9.0426,-0.141,2.0573,true,arriba,radianes
611,-3.2532,9.0361,-0.1407,2.0597,true,arriba,radianes
612,-3.283,9.0298,-0.1404,2.0621,true,arriba,radianes
613,-3.313,9.0238,-0.14,2.0645,true,arriba,radianes
614,-3.343,9.0181,-0.1397,2.0669,true,arriba,radianes
615,-3.3732,9.0125,-0.1393,2.0693,true,arriba,radianes
616,-3.4036,9.0073,-0.1389,2.0717,true,arriba,radianes
617,-3.434,9.0022,-0.1385,2.074,true,arriba,radianes
618,-3.4646,8.9973,-0.138,2.0764,true,arriba,radianes
619,-3.4952,8.9926,-0.1375,2.0787,true,arriba,radianes
620,-3.526,8.9881,-0.137,2.0811,true,arriba,radianes
621,-3.5569,8.9838,-0.1365,2.0834,true,arriba,radianes
622,-3.5879,8.9796,-0.136,2.0858,true,arriba,radianes
623,-3.6191,8.9755,-0.1354,2.0881,true,arriba,radianes
624,-3.6503,8.9716,-0.1348,2.0905,true,arriba,radianes
625,-3.6816,8.9678,-0.1342,2.0928,true,arriba,radianes
626,-3.713,8.964,-0.1336,2.0951,true,arriba,radianes
627,-3.7445,8.9604,-0.133,2.0975,true,arriba,radianes
628,-3.7761,8.9568,-0.1323,2.0998,true,arriba,radianes
629,-3.8078,8.9533,-0.1317,2.1022,true,arriba,radianes
630,-3.8396,8.9498,-0.131,2.1045,true,arriba,radianes
631,-3.8714,8.9463,-0.1304,2.1068,true,arriba,radianes
632,-3.9033,8.9427,-0.1297,2.1092,true,arriba,radianes
633,-3.9352,8.9392,-0.129,2.1115,true,arriba,radianes
634,-3.9672,8.9356,-0.1283,2.1138,true,arriba,radianes
635,-3.9992,8.932,-0.1276,2.1162,true,arriba,radianes
636,-4.0313,8.9283,-0.1269,2.1185,true,arriba,radianes
637,-4.0633,8.9245,-0.1262,2.1209,true,arriba,radianes
638,-4.0954,8.9205,-0.1255,2.1233,true,arriba,radianes
639,-4.1275,8.9164,-0.1247,2.1256,true,arriba,radianes
640,-4.1596,8.9122,-0.124,2.128,true,arriba,radianes
641,-4.1917,8.9078,-0.1233,2.1304,true,arriba,radianes
642,-4.2238,8.9032,-0.1226,2.1327,true,arriba,radianes
643,-4.2558,8.8984,-0.122,2.1351,true,arriba,radianes
644,-4.2877,8.8934,-0.1213,2.1375,true,arriba,radianes
645,-4.3197,8.8881,-0.1206,2.1399,true,arriba,radianes
646,-4.3515,8.8825,-0.12,2.1423,true,arriba,radianes
647,-4.3833,8.8767,-0.1193,2.1447,true,arriba,radianes
648,-4.4149,8.8705,-0.1187,2.1472,true,arriba,radianes
649,-4.4465,8.864,-0.1181,2.1496,true,arriba,radianes
650,-4.478,8.8572,-0.1175,2.152,true,arriba,radianes
651,-4.5093,8.85,-0.1169,2.1545,true,arriba,radianes
652,-4.5405,8.8424,-0.1164,2.1569,true,arriba,radianes
653,-4.5715,8.8344,-0.1158,2.1594,true,arriba,radianes
654,-4.6023,8.826,-0.1153,2.1619,true,arriba,radianes
655,-4.633,8.8171,-0.1149,2.1644,true,arriba,radianes
656,-4.6635,8.8078,-0.1144,2.1669,true,arriba,radianes
657,-4.6938,8.798,-0.114,2.1694,true,arriba,radianes
658,-4.7238,8.7878,-0.1137,2.1719,true,arriba,radianes
659,-4.7536,8.777,-0.1133,2.1744,true,arriba,radianes
660,-4.7832,8.7657,-0.113,2.177,true,arriba,radianes
661,-4.8125,8.7539,-0.1127,2.1795,true,arriba,radianes
662,-4.8415,8.7415,-0.1125,2.1821,true,arriba,radianes
663,-4.8702,8.7285,-0.1123,2.1847,true,arriba,radianes
664,-4.8986,8.715,-0.1122,2.1873,true,arriba,radianes
665,-4.9267,8.7008,-0.1121,2.1899,true,arriba,radianes
666,-4.9545,8.6861,-0.1121,2.1925,true,arriba,radianes
667,-4.9819,8.6707,-0.1121,2.1951,true,arriba,radianes
668,-5.0089,8.6547,-0.1121,2.1977,true,arriba,radianes
669,-5.0355,8.638,-0.1122,2.2004,true,arriba,radianes
670,-5.0618,8.6207,-0.1124,2.203,true,arriba,radianes
671,-5.0876,8.6027,-0.1126,2.2057,true,arriba,radianes
672,-5.1131,8.5841,-0.1128,2.2083,true,arriba,radianes
673,-5.1381,8.5647,-0.1132,2.211,true,arriba,radianes
674,-5.1626,8.5447,-0.1136,2.2137,true,arriba,radianes
675,-5.1867,8.5239,-0.114,2.2164,true,arriba,radianes
676,-5.2103,8.5024,-0.1145,2.2191,true,arriba,radianes
677,-5.2334,8.4802,-0.1151,2.2218,true,arriba,radianes
678,-5.256,8.4573,-0.1157,2.2245,true,arriba,radianes
679,-5.2781,8.4336,-0.1164,2.2272,true,arriba,radianes
680,-5.2997,8.4092,-0.1172,2.23,true,arriba,radianes
681,-5.3207,8.3841,-0.1181,2.2327,true,arriba,radianes
682,-5.3412,8.3582,-0.119,2.2355,true,arriba,radianes
683,-5.3611,8.3315,-0.12,2.2382,true,arriba,radianes
684,-5.3804,8.3041,-0.121,2.2409,true,arriba,radianes
685,-5.3992,8.276,-0.1222,2.2437,true,arriba,radianes
686,-5.4173,8.2471,-0.1234,2.2465,true,arriba,radianes
687,-5.4349,8.2174,-0.1246,2.2492,true,arriba,radianes
688,-5.4518,8.187,-0.126,2.252,true,arriba,radianes
689,-5.4681,8.1559,-0.1274,2.2547,true,arriba,radianes
690,-5.4838,8.124,-0.129,2.2575,true,arriba,radianes
691,-5.4988,8.0913,-0.1306,2.2602,true,arriba,radianes
692,-5.5132,8.0579,-0.1322,2.263,true,arriba,radianes
693,-5.527,8.0238,-0.134,2.2657,true,arriba,radianes
694,-5.54,7.9889,-0.1358,2.2684,true,arriba,radianes
695,-5.5524,7.9533,-0.1377,2.2712,true,arriba,radianes
696,-5.5642,7.917,-0.1397,2.2739,true,arriba,radianes
697,-5.5752,7.88,-0.1418,2.2766,true,arriba,radianes
698,-5.5855,7.8422,-0.144,2.2793,true,arriba,radianes
699,-5.5952,7.8038,-0.1462,2.282,true,arriba,radianes
700,-5.6042,7.7647,-0.1486,2.2847,true,arriba,radianes
701,-5.6124,7.7249,-0.151,2.2873,true,arriba,radianes
702,-5.62,7.6844,-0.1535,2.29,true,arriba,radianes
703,-5.6269,7.6433,-0.1561,2.2926,true,arriba,radianes
704,-5.633,7.6015,-0.1587,2.2952,true,arriba,radianes
705,-5.6385,7.5591,-0.1615,2.2978,true,arriba,radianes
706,-5.6432,7.5161,-0.1643,2.3004,true,arriba,radianes
707,-5.6473,7.4725,-0.1672,2.3029,true,arriba,radianes
708,-5.6506,7.4283,-0.1702,2.3055,true,arriba,radianes
709,-5.6533,7.3835,-0.1733,2.308,true,arriba,radianes
710,-5.6552,7.3382,-0.1764,2.3104,true,arriba,radianes
711,-5.6565,7.2923,-0.1797,2.3129,true,arriba,radianes
712,-5.657,7.2459,-0.183,2.3153,true,arriba,radianes
713,-5.6569,7.199,-0.1864,2.3177,true,arriba,radianes
714,-5.6561,7.1516,-0.1898,2.3201,true,arriba,radianes
715,-5.6546,7.1038,-0.1934,2.3224,true,arriba,radianes
716,-5.6525,7.0554,-0.197,2.3247,true,arriba,radianes
717,-5.6497,7.0067,-0.2006,2.327,true,arriba,radianes
718,-5.6462,6.9576,-0.2044,2.3292,true,arriba,radianes
719,-5.6421,6.908,-0.2082,2.3314,true,arriba,radianes
720,-5.6373,6.8581,-0.2121,2.3335,true,arriba,radianes
721,-5.6319,6.8078,-0.2161,2.3356,true,arriba,radianes
722,-5.6259,6.7572,-0.2201,2.3377,true,arriba,radianes
723,-5.6193,6.7064,-0.2241,2.3398,true,arriba,radianes
724,-5.6121,6.6552,-0.2283,2.3417,true,arriba,radianes
725,-5.6043,6.6037,-0.2325,2.3437,true,arriba,radianes
726,-5.596,6.5521,-0.2367,2.3456,true,arriba,radianes
727,-5.5871,6.5002,-0.241,2.3475,true,arriba,radianes
728,-5.5777,6.4481,-0.2454,2.3493,true,arriba,radianes
729,-5.5677,6.3959,-0.2498,2.351,true,arriba,radianes
730,-5.5572,6.3435,-0.2542,2.3528,true,arriba,radianes
731,-5.5462,6.291,-0.2587,2.3544,true,arriba,radianes
732,-5.5348,6.2383,-0.2632,2.3561,true,arriba,radianes
733,-5.5229,6.1857,-0.2678,2.3576,true,arriba,radianes
734,-5.5105,6.1329,-0.2724,2.3592,true,arriba,radianes
735,-5.4977,6.0802,-0.277,2.3607,true,arriba,radianes
736,-5.4845,6.0274,-0.2817,2.3621,true,arriba,radianes
737,-5.471,5.9747,-0.2864,2.3635,true,arriba,radianes
738,-5.457,5.922,-0.2911,2.3648,true,arriba,radianes
739,-5.4428,5.8694,-0.2958,2.3661,true,arriba,radianes
740,-5.4282,5.8169,-0.3006,2.3674,true,arriba,radianes
741,-5.4133,5.7645,-0.3053,2.3686,true,arriba,radianes
742,-5.3981,5.7123,-0.3101,2.3697,true,arriba,radianes
743,-5.3826,5.6602,-0.3149,2.3708,true,arriba,radianes
744,-5.3669,5.6083,-0.3196,2.3719,true,arriba,radianes
745,-5.3511,5.5567,-0.3244,2.3729,true,arriba,radianes
746,-5.335,5.5053,-0.3292,2.3738,true,arriba,radianes
747,-5.3187,5.4541,-0.334,2.3748,true,arriba,radianes
748,-5.3023,5.4032,-0.3387,2.3757,true,arriba,radianes
749,-5.2858,5.3527,-0.3435,2.3765,true,arriba,radianes
750,-5.2692,5.3024,-0.3482,2.3773,true,arriba,radianes
751,-5.2526,5.2526,-0.3529,2.3781,true,arriba,radianes
752,-5.2359,5.2031,-0.3576,2.3788,true,arriba,radianes
753,-5.2191,5.154,-0.3622,2.3795,true,arriba,radianes
754,-5.2024,5.1053,-0.3669,2.3801,true,arriba,radianes
755,-5.1858,5.057,-0.3715,2.3807,true,arriba,radianes
756,-5.1691,5.0092,-0.376,2.3813,true,arriba,radianes
757,-5.1526,4.9619,-0.3806,2.3819,true,arriba,radianes
758,-5.1362,4.9151,-0.3851,2.3824,true,arriba,radianes
759,-5.1199,4.8688,-0.3895,2.3829,true,arriba,radianes
760,-5.1038,4.823,-0.3939,2.3834,true,arriba,radianes
761,-5.0879,4.7778,-0.3982,2.3838,true,arriba,radianes
762,-5.0722,4.7332,-0.4025,2.3842,true,arriba,radianes
763,-5.0567,4.6891,-0.4068,2.3846,true,arriba,radianes
764,-5.0415,4.6457,-0.4109,2.385,true,arriba,radianes
765,-5.0266,4.6028,-0.4151,2.3854,true,arriba,radianes
766,-5.0121,4.5606,-0.4191,2.3858,true,arriba,radianes
767,-4.9979,4.5191,-0.4231,2.3861,true,arriba,radianes
768,-4.984,4.4782,-0.427,2.3865,true,arriba,radianes
769,-4.9706,4.438,-0.4309,2.3868,true,arriba,radianes
770,-4.9576,4.3985,-0.4347,2.3872,true,arriba,radianes
771,-4.945,4.3596,-0.4384,2.3875,true,arriba,radianes
772,-4.9329,4.3215,-0.4421,2.3878,true,arriba,radianes
773,-4.9214,4.2841,-0.4456,2.3882,true,arriba,radianes
774,-4.9103,4.2474,-0.4491,2.3885,true,arriba,radianes
775,-4.8998,4.2115,-0.4525,2.3888,true,arriba,radianes
776,-4.8899,4.1763,-0.4558,2.3892,true,arriba,radianes
777,-4.8805,4.1419,-0.4591,2.3896,true,arriba,radianes
778,-4.8718,4.1083,-0.4623,2.39,true,arriba,radianes
779,-4.8637,4.0754,-0.4653,2.3904,true,arriba,radianes
780,-4.8563,4.0433,-0.4683,2.3908,true,arriba,radianes
781,-4.8496,4.012,-0.4712,2.3912,true,arriba,radianes
782,-4.8436,3.9814,-0.4741,2.3917,true,arriba,radianes
783,-4.8383,3.9517,-0.4768,2.3922,true,arriba,radianes
784,-4.8338,3.9227,-0.4794,2.3927,true,arriba,radianes
785,-4.83,3.8946,-0.482,2.3933,true,arriba,radianes
786,-4.827,3.8672,-0.4844,2.3938,true,arriba,radianes
787,-4.8249,3.8406,-0.4868,2.3945,true,arriba,radianes
788,-4.8235,3.8149,-0.4891,2.3951,true,arriba,radianes
789,-4.823,3.7899,-0.4913,2.3958,true,arriba,radianes
790,-4.8233,3.7657,-0.4934,2.3965,true,arriba,radianes
791,-4.8246,3.7423,-0.4954,2.3973,true,arriba,radianes
792,-4.8267,3.7197,-0.4973,2.3981,true,arriba,radianes
793,-4.8297,3.6979,-0.4991,2.399,true,arriba,radianes
794,-4.8336,3.6769,-0.5008,2.3999,true,arriba,radianes
795,-4.8385,3.6566,-0.5025,2.4008,true,arriba,radianes
796,-4.8443,3.6372,-0.504,2.4018,true,arriba,radianes
797,-4.851,3.6185,-0.5054,2.4029,true,arriba,radianes
798,-4.8587,3.6005,-0.5068,2.404,true,arriba,radianes
799,-4.8674,3.5833,-0.508,2.4051,true,arriba,radianes
800,-4.8771,3.5669,-0.5092,2.4064,true,arriba,radianes
801,-4.8877,3.5511,-0.5103,2.4076,true,arriba,radianes
802,-4.8994,3.5361,-0.5113,2.409,true,arriba,radianes
803,-4.912,3.5219,-0.5121,2.4104,true,arriba,radianes
804,-4.9257,3.5083,-0.5129,2.4118,true,arriba,radianes
805,-4.9404,3.4954,-0.5136,2.4133,true,arriba,radianes
806,-4.9561,3.4832,-0.5142,2.4149,true,arriba,radianes
807,-4.9728,3.4717,-0.5147,2.4165,true,arriba,radianes
808,-4.9906,3.4608,-0.5152,2.4182,true,arriba,radianes
809,-5.0094,3.4506,-0.5155,2.42,true,arriba,radianes
810,-5.0292,3.441,-0.5157,2.4218,true,arriba,radianes
811,-5.05,3.432,-0.5159,2.4237,true,arriba,radianes
812,-5.0719,3.4236,-0.516,2.4256,true,arriba,radianes
813,-5.0948,3.4158,-0.5159,2.4276,true,arriba,radianes
814,-5.1187,3.4086,-0.5158,2.4297,true,arriba,radianes
815,-5.1436,3.4019,-0.5156,2.4319,true,arriba,radianes
816,-5.1696,3.3958,-0.5153,2.4341,true,arriba,radianes
817,-5.1965,3.3901,-0.5149,2.4363,true,arriba,radianes
818,-5.2244,3.385,-0.5145,2.4387,true,arriba,radianes
819,-5.2534,3.3804,-0.5139,2.4411,true,arriba,radianes
820,-5.2833,3.3762,-0.5133,2.4436,true,arriba,radianes
821,-5.3142,3.3725,-0.5126,2.4461,true,arriba,radianes
822,-5.3461,3.3692,-0.5118,2.4487,true,arriba,radianes
823,-5.3789,3.3663,-0.5109,2.4514,true,arriba,radianes
824,-5.4127,3.3638,-0.5099,2.4541,true,arriba,radianes
825,-5.4474,3.3617,-0.5088,2.4569,true,arriba,radianes
826,-5.483,3.36,-0.5077,2.4597,true,arriba,radianes
827,-5.5195,3.3586,-0.5065,2.4626,true,arriba,radianes
828,-5.5569,3.3574,-0.5051,2.4656,true,arriba,radianes
829,-5.5952,3.3566,-0.5038,2.4686,true,arriba,radianes
830,-5.6344,3.3561,-0.5023,2.4717,true,arriba,radianes
831,-5.6743,3.3558,-0.5007,2.4749,true,arriba,radianes
832,-5.7152,3.3557,-0.4991,2.4781,true,arriba,radianes
833,-5.7568,3.3559,-0.4974,2.4814,true,arriba,radianes
834,-5.7992,3.3563,-0.4956,2.4847,true,arriba,radianes
835,-5.8423,3.3568,-0.4938,2.488,true,arriba,radianes
836,-5.8863,3.3575,-0.4918,2.4915,true,arriba,radianes
837,-5.9309,3.3583,-0.4898,2.4949,true,arriba,radianes
838,-5.9762,3.3592,-0.4877,2.4985,true,arriba,radianes
839,-6.0222,3.3602,-0.4856,2.502,true,arriba,radianes
840,-6.0689,3.3613,-0.4834,2.5057,true,arriba,radianes
841,-6.1162,3.3624,-0.4811,2.5093,true,arriba,radianes
842,-6.1642,3.3636,-0.4787,2.5131,true,arriba,radianes
843,-6.2127,3.3648,-0.4763,2.5168,true,arriba,radianes
844,-6.2617,3.366,-0.4738,2.5206,true,arriba,radianes
